10.1034/j.1600-0412.2003.820107.x	0001-6349
10.1037/0022-3514.88.1.203	1939-1315
10.1037/0022-3514.88.1.50	1939-1315
10.1037/0022-3514.88.1.79	1939-1315
10.1037/0022-3514.88.1.91	1939-1315
10.1037/0022-3514.88.2.263	1939-1315
10.1037/0022-3514.88.2.276	1939-1315
10.1037/0022-3514.88.2.348	1939-1315
10.1037/0022-3514.88.3.447	1939-1315
10.1037/0022-3514.88.3.498	1939-1315
10.1037/0022-3514.88.3.547	1939-1315
10.1037/0022-3514.88.4.589	1939-1315
10.1037/0022-3514.88.4.686	1939-1315
10.1037/0022-3514.88.5.770	1939-1315
10.1037/0022-3514.88.6.895	1939-1315
10.1037/0022-3514.88.6.984	1939-1315
10.1037/0022-3514.89.1.107	1939-1315
10.1037/0022-3514.89.2.143	1939-1315
10.1037/0022-3514.89.2.160	1939-1315
10.1037/0022-3514.89.3.277	1939-1315
10.1037/0022-3514.89.3.327	1939-1315
10.1037/0022-3514.89.3.407	1939-1315
10.1037/0022-3514.89.4.531	1939-1315
10.1037/0022-3514.89.4.539	1939-1315
10.1037/0022-3514.89.4.583	1939-1315
10.1037/0022-3514.89.4.623	1939-1315
10.1037/0022-3514.89.6.845	1939-1315
10.1037/0022-3514.89.6.852	1939-1315
10.1037/0022-3514.89.6.899	1939-1315
10.1037/0022-3514.89.6.914	1939-1315
10.1037/0022-3514.89.6.925	1939-1315
10.1037/0022-3514.89.6.951	1939-1315
10.1037/0022-3514.89.6.997	1939-1315
10.1037/0022-3514.90.1.165	1939-1315
10.1037/0022-3514.90.1.60	1939-1315
10.1037/0022-3514.90.2.197	1939-1315
10.1037/0022-3514.90.2.210	1939-1315
10.1037/0022-3514.90.2.221	1939-1315
10.1037/0022-3514.90.3.351	1939-1315
10.1037/0022-3514.90.3.468	1939-1315
10.1037/0022-3514.90.4.529	1939-1315
10.1037/0022-3514.90.4.578	1939-1315
10.1037/0022-3514.90.4.613	1939-1315
10.1037/0022-3514.90.4.644	1939-1315
10.1037/0022-3514.90.5.751	1939-1315
10.1037/0022-3514.90.6.1014	1939-1315
10.1037/0022-3514.90.6.879	1939-1315
10.1037/0022-3514.90.6.987	1939-1315
10.1037/0022-3514.91.1.124	1939-1315
10.1037/0022-3514.91.1.16	1939-1315
10.1037/0022-3514.91.2.218	1939-1315
10.1037/0022-3514.91.2.295	1939-1315
10.1037/0022-3514.91.3.456	1939-1315
10.1037/0022-3514.91.3.513	1939-1315
10.1037/0022-3514.91.3.524	1939-1315
10.1037/0022-3514.91.3.553	1939-1315
10.1037/0022-3514.91.4.583	1939-1315
10.1037/0022-3514.91.4.612	1939-1315
10.1037/0022-3514.91.4.626	1939-1315
10.1037/0022-3514.91.4.712	1939-1315
10.1037/0022-3514.91.4.730	1939-1315
10.1037/0022-3514.91.4.763	1939-1315
10.1037/0022-3514.91.4.780	1939-1315
10.1037/0022-3514.91.5.845	1939-1315
10.1037/0022-3514.91.5.904	1939-1315
10.1037/0022-3514.91.6.1080	1939-1315
10.1037/0022-3514.91.6.1123	1939-1315
10.1037/0022-3514.92.1.151	1939-1315
10.1037/0022-3514.92.1.56	1939-1315
10.1037/0022-3514.92.1.82	1939-1315
10.1037/0022-3514.92.2.268	1939-1315
10.1037/0022-3514.92.2.307	1939-1315
10.1037/0022-3514.92.2.325	1939-1315
10.1037/0022-3514.92.3.458	1939-1315
10.1037/0022-3514.92.3.526	1939-1315
10.1037/0022-3514.92.4.585	1939-1315
10.1037/0022-3514.92.4.631	1939-1315
10.1037/0022-3514.92.5.821	1939-1315
10.1037/0022-3514.92.5.887	1939-1315
10.1037/0022-3514.92.5.938	1939-1315
10.1037/0022-3514.92.6.1006	1939-1315
10.1037/0022-3514.92.6.1087	1939-1315
10.1037/0022-3514.92.6.1102	1939-1315
10.1037/0022-3514.93.1.116	1939-1315
10.1037/0022-3514.93.1.49	1939-1315
10.1037/0022-3514.93.2.234	1939-1315
10.1037/0022-3514.93.2.298	1939-1315
10.1037/0022-3514.93.3.321	1939-1315
10.1037/0022-3514.93.3.335	1939-1315
10.1037/0022-3514.93.3.369	1939-1315
10.1037/0022-3514.93.3.431	1939-1315
10.1037/0022-3514.93.4.491	1939-1315
10.1037/0022-3514.93.4.565	1939-1315
10.1037/0022-3514.93.4.600	1939-1315
10.1037/0022-3514.93.5.880	1939-1315
10.1037/0022-3514.93.6.1067	1939-1315
10.1037/0022-3514.93.6.1080	1939-1315
10.1037/0022-3514.93.6.1108	1939-1315
10.1037/0022-3514.93.6.940	1939-1315
10.1037/0022-3514.93.6.957	1939-1315
10.1037/0022-3514.94.1.168	1939-1315
10.1037/0022-3514.94.2.245	1939-1315
10.1037/0022-3514.94.2.292	1939-1315
10.1037/0022-3514.94.3.365	1939-1315
10.1037/0022-3514.94.3.460	1939-1315
10.1037/0022-3514.94.3.516	1939-1315
10.1037/0022-3514.94.4.672	1939-1315
10.1037/0022-3514.94.5.757	1939-1315
10.1037/0022-3514.94.5.808	1939-1315
10.1037/0022-3514.94.5.883	1939-1315
10.1037/0022-3514.94.6.1033	1939-1315
10.1037/0022-3514.94.6.1078	1939-1315
10.1037/0022-3514.95.1.111	1939-1315
10.1037/0022-3514.95.1.18	1939-1315
10.1037/0022-3514.95.1.197	1939-1315
10.1037/0022-3514.95.1.212	1939-1315
10.1037/0022-3514.95.2.404	1939-1315
10.1037/0022-3514.95.3.555	1939-1315
10.1037/0022-3514.95.3.608	1939-1315
10.1037/0022-3514.95.5.1113	1939-1315
10.1037/0022-3514.95.5.1136	1939-1315
10.1037/0022–0663.101.1.176	null
10.1037/0022–0663.98.2.438	null
10.1037/0022–0663.98.4.788	null
10.1037/0022–3514.90.2.334	null
10.1037/002513	0010-7549
10.1037/003-066x.53.4.465	null
10.1037/0033-2909.100.1.107	1939-1455
10.1037/0033-2909.100.1.29	1939-1455
10.1037/0033-2909.100.2.139	1939-1455
10.1037/0033-2909.100.2.207	1939-1455
10.1037/0033-2909.100.3.309	1939-1455
10.1037/0033-2909.100.3.398	1939-1455
10.1037/0033-2909.101.1.140	1939-1455
10.1037/0033-2909.101.1.41	1939-1455
10.1037/0033-2909.101.1.75	1939-1455
10.1037/0033-2909.101.1.91	1939-1455
10.1037/0033-2909.101.2.171	1939-1455
10.1037/0033-2909.101.2.213	1939-1455
10.1037/0033-2909.101.2.233	1939-1455
10.1037/0033-2909.101.2.259	1939-1455
10.1037/0033-2909.102.1.122	1939-1455
10.1037/0033-2909.102.1.72	1939-1455
10.1037/0033-2909.102.1.91	1939-1455
10.1037/0033-2909.102.3.331	1939-1455
10.1037/0033-2909.102.3.357	1939-1455
10.1037/0033-2909.102.3.403	1939-1455
10.1037/0033-2909.103.2.193	1939-1455
10.1037/0033-2909.103.3.299	1939-1455
10.1037/0033-2909.104.2.226	1939-1455
10.1037/0033-2909.104.3.396	1939-1455
10.1037/0033-2909.105.1.131	1939-1455
10.1037/0033-2909.105.2.260	1939-1455
10.1037/0033-2909.105.3.374	1939-1455
10.1037/0033-2909.105.3.409	1939-1455
10.1037/0033-2909.106.1.59	1939-1455
10.1037/0033-2909.106.1.74	1939-1455
10.1037/0033-2909.106.2.231	1939-1455
10.1037/0033-2909.106.2.265	1939-1455
10.1037/0033-2909.107.1.34	0033-2909
10.1037/0033-2909.107.1.48	0033-2909
10.1037/0033-2909.107.1.65	0033-2909
10.1037/0033-2909.107.1.82	1939-1455
10.1037/0033-2909.107.2.139	1939-1455
10.1037/0033-2909.107.2.196	1939-1455
10.1037/0033-2909.108.2.195	0033-2909
10.1037/0033-2909.108.2.233	0033-2909
10.1037/0033-2909.108.3.383	1939-1455
10.1037/0033-2909.108.3.480	1939-1455
10.1037/0033-2909.109.1.125	1939-1455
10.1037/0033-2909.109.1.5	1939-1455
10.1037/0033-2909.109.2.163	1939-1455
10.1037/0033-2909.109.2.204	1939-1455
10.1037/0033-2909.109.2.242	1939-1455
10.1037/0033-2909.109.3.371	1939-1455
10.1037/0033-2909.109.3.400	1939-1455
10.1037/0033-2909.109.3.429	0033-2909
10.1037/0033-2909.109.3.490	1939-1455
10.1037/0033-2909.110.1.109	0033-2909
10.1037/0033-2909.110.1.67	1939-1455
10.1037/0033-2909.110.1.86	1939-1455
10.1037/0033-2909.110.3.406	1939-1455
10.1037/0033-2909.110.3.426	1939-1455
10.1037/0033-2909.110.3.486	0033-2909
10.1037/0033-2909.110.3.499	1939-1455
10.1037/0033-2909.110.3.577	0033-2909
10.1037/0033-2909.111.1.127	1939-1455
10.1037/0033-2909.111.1.156	0033-2909
10.1037/0033-2909.111.1.23	1939-1455
10.1037/0033-2909.111.1.3	1939-1455
10.1037/0033-2909.111.1.42	0033-2909
10.1037/0033-2909.111.2.203	1939-1455
10.1037/0033-2909.111.2.244	1939-1455
10.1037/0033-2909.111.2.256	1939-1455
10.1037/0033-2909.111.2.291	0033-2909
10.1037/0033-2909.111.2.304	0033-2909
10.1037/0033-2909.111.2.352	0033-2909
10.1037/0033-2909.111.2.361	0033-2909
10.1037/0033-2909.112.1.106	1939-1455
10.1037/0033-2909.112.1.155	1939-1455
10.1037/0033-2909.112.1.64	1939-1455
10.1037/0033-2909.112.2.179	1939-1455
10.1037/0033-2909.112.2.284	1939-1455
10.1037/0033-2909.112.2.310	1939-1455
10.1037/0033-2909.112.284	null
10.1037/0033-2909.112.3.461	0033-2909
10.1037/0033-2909.113.1.164	1939-1455
10.1037/0033-2909.113.1.44	1939-1455
10.1037/0033-2909.113.2.345	1939-1455
10.1037/0033-2909.113.3.403	1939-1455
10.1037/0033-2909.113.3.472	1939-1455
10.1037/0033-2909.113.3.533	1939-1455
10.1037/0033-2909.113.3.553	1939-1455
10.1037/0033-2909.114.1.100	1939-1455
10.1037/0033-2909.114.1.29	1939-1455
10.1037/0033-2909.114.1.3	1939-1455
10.1037/0033-2909.114.1.68	1939-1455
10.1037/0033-2909.114.2.345	1939-1455
10.1037/0033-2909.114.2.363	0033-2909
10.1037/0033-2909.114.3.494	1939-1455
10.1037/0033-2909.115.1.102	1939-1455
10.1037/0033-2909.115.1.19	1939-1455
10.1037/0033-2909.115.1.4	1939-1455
10.1037/0033-2909.115.1.74	1939-1455
10.1037/0033-2909.115.2.163	1939-1455
10.1037/0033-2909.115.2.210	1939-1455
10.1037/0033-2909.115.2.243	1939-1455
10.1037/0033-2909.115.2.288	1939-1455
10.1037/0033-2909.115.3.323	1939-1455
10.1037/0033-2909.115.3.424	1939-1455
10.1037/0033-2909.115.3.475.1994-32085-00110.1037/0033-2909.115.3.475	null
10.1037/0033-2909.116.1.143	1939-1455
10.1037/0033-2909.116.1.21	1939-1455
10.1037/0033-2909.116.1.3	1939-1455
10.1037/0033-2909.116.1.75	0033-2909
10.1037/0033-2909.116.2.220	1939-1455
10.1037/0033-2909.116.2.245	1939-1455
10.1037/0033-2909.116.2.274	0033-2909
10.1037/0033-2909.116.3.429	1939-1455
10.1037/0033-2909.117.1.125	1939-1455
10.1037/0033-2909.117.1.159	0033-2909
10.1037/0033-2909.117.1.21	1939-1455
10.1037/0033-2909.117.1.39	1939-1455
10.1037/0033-2909.117.1.87	1939-1455
10.1037/0033-2909.117.2.187	1939-1455
10.1037/0033-2909.117.2.216	1939-1455
10.1037/0033-2909.117.2.226	0033-2909
10.1037/0033-2909.117.2.250	1939-1455
10.1037/0033-2909.117.3.363	1939-1455
10.1037/0033-2909.117.3.450	1939-1455
10.1037/0033-2909.117.3.469	1939-1455
10.1037/0033-2909.117.3.49	null
10.1037/0033-2909.117.3.497	1939-1455
10.1037/0033-2909.118.1.3	1939-1455
10.1037/0033-2909.118.1.55	1939-1455
10.1037/0033-2909.118.3.315	0033-2909
10.1037/0033-2909.118.3.358	1939-1455
10.1037/0033-2909.119.1.111	0033-2909
10.1037/0033-2909.119.1.3	0033-2909
10.1037/0033-2909.119.1.51	0033-2909
10.1037/0033-2909.119.2.197	0033-2909
10.1037/0033-2909.119.2.254	1939-1455
10.1037/0033-2909.119.3.422	1939-1455
10.1037/0033-2909.120.1.3	1939-1455
10.1037/0033-2909.120.1.42	1939-1455
10.1037/0033-2909.120.1.83	1939-1455
10.1037/0033-2909.120.2.272	1939-1455
10.1037/0033-2909.120.3.323	1939-1455
10.1037/0033-2909.121.1.133	1939-1455
10.1037/0033-2909.121.1.20	1939-1455
10.1037/0033-2909.121.1.43	1939-1455
10.1037/0033-2909.121.1.65	1939-1455
10.1037/0033-2909.121.2.171	1939-1455
10.1037/0033-2909.121.2.219	1939-1455
10.1037/0033-2909.121.3.331	1939-1455
10.1037/0033-2909.121.3.371	1939-1455
10.1037/0033-2909.121.3.417	1939-1455
10.1037/0033-2909.122.1.5	1939-1455
10.1037/0033-2909.122.1.89	1939-1455
10.1037/0033-2909.122.2.107	1939-1455
10.1037/0033-2909.122.2.153	1939-1455
10.1037/0033-2909.122.3.203	1939-1455
10.1037/0033-2909.122.3.216	0033-2909
10.1037/0033-2909.122.3.226	0033-2909
10.1037/0033-2909.123.1.100	1939-1455
10.1037/0033-2909.123.1.47	1939-1455
10.1037/0033-2909.123.2.143	1939-1455
10.1037/0033-2909.123.3.260	1939-1455
10.1037/0033-2909.124.1.22	1939-1455
10.1037/0033-2909.124.1.54	0033-2909
10.1037/0033-2909.124.2.123	1939-1455
10.1037/0033-2909.124.2.197	1939-1455
10.1037/0033-2909.124.2.240	0033-2909
10.1037/0033-2909.124.2.262	0033-2909
10.1037/0033-2909.124.3.333	0033-2909
10.1037/0033-2909.124.3.372	1939-1455
10.1037/0033-2909.125.1.155	1939-1455
10.1037/0033-2909.125.1.3	1939-1455
10.1037/0033-2909.125.1.31	1939-1455
10.1037/0033-2909.125.1.47	0033-2909
10.1037/0033-2909.125.2.255	1939-1455
10.1037/0033-2909.125.2.276	0033-2909
10.1037/0033-2909.125.3.367	0033-2909
10.1037/0033-2909.125.4.387	1939-1455
10.1037/0033-2909.125.4.392	1939-1455
10.1037/0033-2909.125.5.507	1939-1455
10.1037/0033-2909.125.5.576	0033-2909
10.1037/0033-2909.125.5.591	0033-2909
10.1037/0033-2909.125.6.627	1939-1455
10.1037/0033-2909.125.6.677	1939-1455
10.1037/0033-2909.125.6.701	1939-1455
10.1037/0033-2909.125.6.826	1939-1455
10.1037/0033-2909.126.1.159	1939-1455
10.1037/0033-2909.126.1.3	1939-1455
10.1037/0033-2909.126.1.55	1939-1455
10.1037/0033-2909.126.2.187	1939-1455
10.1037/0033-2909.126.2.220	1939-1455
10.1037/0033-2909.126.2.24	null
10.1037/0033-2909.126.2.247	1939-1455
10.1037/0033-2909.126.3.347	1939-1455
10.1037/0033-2909.126.3.375	0033-2909
10.1037/0033-2909.126.3.390	1939-1455
10.1037/0033-2909.126.4.530	1939-1455
10.1037/0033-2909.126.4.575	1939-1455
10.1037/0033-2909.126.5.651	1939-1455
10.1037/0033-2909.126.5.681	1939-1455
10.1037/0033-2909.126.5.685	1939-1455
10.1037/0033-2909.126.5.703	1939-1455
10.1037/0033-2909.126.5.727	1939-1455
10.1037/0033-2909.126.5.748	1939-1455
10.1037/0033-2909.126.6.829	1939-1455
10.1037/0033-2909.126.6.873	1939-1455
10.1037/0033-2909.127.1.142	1939-1455
10.1037/0033-2909.127.1.162	1939-1455
10.1037/0033-2909.127.2.187	1939-1455
10.1037/0033-2909.127.2.229	1939-1455
10.1037/0033-2909.127.2.267	1939-1455
10.1037/0033-2909.127.3.325	1939-1455
10.1037/0033-2909.127.3.376	1939-1455
10.1037/0033-2909.127.3.434	0033-2909
10.1037/0033-2909.127.4.472	1939-1455
10.1037/0033-2909.127.4.504	1939-1455
10.1037/0033-2909.127.5.571	1939-1455
10.1037/0033-2909.127.5.651	1939-1455
10.1037/0033-2909.127.6.707	1939-1455
10.1037/0033-2909.127.6.715	1939-1455
10.1037/0033-2909.127.6.734	1939-1455
10.1037/0033-2909.127.6.773	1939-1455
10.1037/0033-2909.127.6.797	1939-1455
10.1037/0033-2909.127.6.853	1939-1455
10.1037/0033-2909.128.1.118	1939-1455
10.1037/0033-2909.128.1.3	1939-1455
10.1037/0033-2909.128.1.89	1939-1455
10.1037/0033-2909.128.2.203	1939-1455
10.1037/0033-2909.128.2.230	0033-2909
10.1037/0033-2909.128.4.539	1939-1455
10.1037/0033-2909.128.4.580	1939-1455
10.1037/0033-2909.128.4.602	0033-2909
10.1037/0033-2909.128.4.638	1939-1455
10.1037/0033-2909.128.5.699	1939-1455
10.1037/0033-2909.128.5.728	1939-1455
10.1037/0033-2909.128.5.774	1939-1455
10.1037/0033-2909.128.6.903	1939-1455
10.1037/0033-2909.128.6.961	1939-1455
10.1037/0033-2909.129.1.139	1939-1455
10.1037/0033-2909.129.1.3	0033-2909
10.1037/0033-2909.129.1.52	1939-1455
10.1037/0033-2909.129.2.171	1939-1455
10.1037/0033-2909.129.2.195	1939-1455
10.1037/0033-2909.129.2.216	1939-1455
10.1037/0033-2909.129.3.339	1939-1455
10.1037/0033-2909.129.3.376	1939-1455
10.1037/0033-2909.129.3.394	1939-1455
10.1037/0033-2909.129.3.414	1939-1455
10.1037/0033-2909.129.4.569	1939-1455
10.1037/0033-2909.129.4.614	1939-1455
10.1037/0033-2909.129.5.643	1939-1455
10.1037/0033-2909.129.5.674	1939-1455
10.1037/0033-2909.129.5.674</nowiki>	null
10.1037/0033-2909.129.5.747	1939-1455
10.1037/0033-2909.129.6.819	1939-1455
10.1037/0033-2909.129.6.858	1939-1455
10.1037/0033-2909.129.6.873	1939-1455
10.1037/0033-2909.129.6.887	1939-1455
10.1037/0033-2909.130.1.143	1939-1455
10.1037/0033-2909.130.1.3	1939-1455
10.1037/0033-2909.130.1.66	1939-1455
10.1037/0033-2909.130.1.80	1939-1455
10.1037/0033-2909.130.2.179	1939-1455
10.1037/0033-2909.130.2.304	1939-1455
10.1037/0033-2909.130.2.324	1939-1455
10.1037/0033-2909.130.3.392	1939-1455
10.1037/0033-2909.130.3.435	1939-1455
10.1037/0033-2909.130.4.553	1939-1455
10.1037/0033-2909.130.4.574	1939-1455
10.1037/0033-2909.130.4.601	1939-1455
10.1037/0033-2909.130.5.711	1939-1455
10.1037/0033-2909.130.5.769	1939-1455
10.1037/0033-2909.130.5.793	1939-1455
10.1037/0033-2909.130.5.813	1939-1455
10.1037/0033-2909.130.6.858	1939-1455
10.1037/0033-2909.130.6.887	1939-1455
10.1037/0033-2909.130.6.920	1939-1455
10.1037/0033-2909.130.6.989	1939-1455
10.1037/0033-2909.131.1.128	1939-1455
10.1037/0033-2909.131.1.3	1939-1455
10.1037/0033-2909.131.1.30	1939-1455
10.1037/0033-2909.131.1.61	1939-1455
10.1037/0033-2909.131.1.66	1939-1455
10.1037/0033-2909.131.1.76	1939-1455
10.1037/0033-2909.131.1.98	1939-1455
10.1037/0033-2909.131.2.202	1939-1455
10.1037/0033-2909.131.4.533	1939-1455
10.1037/0033-2909.131.4.533/	1939-1455
10.1037/0033-2909.131.4.555	1939-1455
10.1037/0033-2909.131.4.592	1939-1455
10.1037/0033-2909.131.5.635	1939-1455
10.1037/0033-2909.131.5.654	1939-1455
10.1037/0033-2909.131.5.738	1939-1455
10.1037/0033-2909.131.6.803	1939-1455
10.1037/0033-2909.131.6.856	1939-1455
10.1037/0033-2909.131.6.898	1939-1455
10.1037/0033-2909.131.6.925	1939-1455
10.1037/0033-2909.132.1.1	1939-1455
10.1037/0033-2909.132.1.26	1939-1455
10.1037/0033-2909.132.1.98	1939-1455
10.1037/0033-2909.132.2.180	1939-1455
10.1037/0033-2909.132.3.354	1939-1455
10.1037/0033-2909.132.4.497	1939-1455
10.1037/0033-2909.132.4.524	1939-1455
10.1037/0033-2909.132.4.529	1939-1455
10.1037/0033-2909.132.4.607	1939-1455
10.1037/0033-2909.132.5.641	1939-1455
10.1037/0033-2909.132.5.692	1939-1455
10.1037/0033-2909.132.6.823	1939-1455
10.1037/0033-2909.132.6.895	1939-1455
10.1037/0033-2909.132.6.946	1939-1455
10.1037/0033-2909.133.1.1	1939-1455
10.1037/0033-2909.133.1.122	1939-1455
10.1037/0033-2909.133.1.149	1939-1455
10.1037/0033-2909.133.1.25	1939-1455
10.1037/0033-2909.133.1.65	1939-1455
10.1037/0033-2909.133.1.95	1939-1455
10.1037/0033-2909.133.2.227	1939-1455
10.1037/0033-2909.133.2.245	1939-1455
10.1037/0033-2909.133.2.273	1939-1455
10.1037/0033-2909.133.2.310	1939-1455
10.1037/0033-2909.133.2.346	1939-1455
10.1037/0033-2909.133.3.367	1939-1455
10.1037/0033-2909.133.3.395	1939-1455
10.1037/0033-2909.133.4.557	1939-1455
10.1037/0033-2909.133.4.673	1939-1455
10.1037/0033-2909.133.5.761	1939-1455
10.1037/0033-2909.133.6.1038	1939-1455
10.1037/0033-2909.133.6.976	1939-1455
10.1037/0033-2909.134.1.1	1939-1455
10.1037/0033-2909.134.1.138	1939-1455
10.1037/0033-2909.134.2.163	1939-1455
10.1037/0033-2909.134.2.207	1939-1455
10.1037/0033-2909.134.2.311	1939-1455
10.1037/0033-2909.134.3.343	1939-1455
10.1037/0033-2909.134.3.383	1939-1455
10.1037/0033-2909.134.3.427	1939-1455
10.1037/0033-2909.134.3.460	1939-1455
10.1037/0033-2909.134.4.504	1939-1455
10.1037/0033-2909.134.5.617	1939-1455
10.1037/0033-2909.82.3.303	1939-1455
10.1037/0033-2909.82.3.383	1939-1455
10.1037/0033-2909.83.2.213	0033-2909
10.1037/0033-2909.83.3.389	1939-1455
10.1037/0033-2909.83.3.405	0033-2909
10.1037/0033-2909.83.3.452	1939-1455
10.1037/0033-2909.83.4.505	1939-1455
10.1037/0033-2909.83.4.602	0033-2909
10.1037/0033-2909.83.6.1014	1939-1455
10.1037/0033-2909.83.6.1053	0033-2909
10.1037/0033-2909.83.6.1131	0033-2909
10.1037/0033-2909.84.2.309	1939-1455
10.1037/0033-2909.84.3.385	1939-1455
10.1037/0033-2909.84.5.888	0033-2909
10.1037/0033-2909.84.5.963	0033-2909
10.1037/0033-2909.85.1.76	1939-1455
10.1037/0033-2909.85.1.86	0033-2909
10.1037/0033-2909.85.2.267	0033-2909
10.1037/0033-2909.85.2.410	0033-2909
10.1037/0033-2909.85.3.618	1939-1455
10.1037/0033-2909.85.4.845	0033-2909
10.1037/0033-2909.85.5.1030	0033-2909
10.1037/0033-2909.85.5.1123	1939-1455
10.1037/0033-2909.85.6.1275	1939-1455
10.1037/0033-2909.85.6.1317	1939-1455
10.1037/0033-2909.86.2.307	0033-2909
10.1037/0033-2909.86.2.420	1939-1455
10.1037/0033-2909.86.3.446	1939-1455
10.1037/0033-2909.86.3.616	0033-2909
10.1037/0033-2909.86.3.638	0033-2909
10.1037/0033-2909.86.4.662	0033-2909
10.1037/0033-2909.86.6.1201	0033-2909
10.1037/0033-2909.87.2.260	1939-1455
10.1037/0033-2909.87.2.392	1939-1455
10.1037/0033-2909.87.3.469	1939-1455
10.1037/0033-2909.88.1.1	0033-2909
10.1037/0033-2909.88.2.370	1939-1455
10.1037/0033-2909.88.3.638	1939-1455
10.1037/0033-2909.88.3.785	1939-1455
10.1037/0033-2909.89.1.63	0033-2909
10.1037/0033-2909.89.2.308	0033-2909
10.1037/0033-2909.89.3.541	1939-1455
10.1037/0033-2909.90.1.1	0033-2909
10.1037/0033-2909.90.2.245	0033-2909
10.1037/0033-2909.90.3.496	0033-2909
10.1037/0033-2909.91.1.128	0033-2909
10.1037/0033-2909.91.1.143	0033-2909
10.1037/0033-2909.91.1.174	0033-2909
10.1037/0033-2909.91.1.27	0033-2909
10.1037/0033-2909.91.3.482	0033-2909
10.1037/0033-2909.92.1.136	1939-1455
10.1037/0033-2909.92.1.56	1939-1455
10.1037/0033-2909.92.3.581	1939-1455
10.1037/0033-2909.92.3.641	1939-1455
10.1037/0033-2909.92.3.682	0033-2909
10.1037/0033-2909.93.3.481	1939-1455
10.1037/0033-2909.94.1.3	1939-1455
10.1037/0033-2909.94.2.265	1939-1455
10.1037/0033-2909.94.3.423	0033-2909
10.1037/0033-2909.94.3.429	0033-2909
10.1037/0033-2909.94.3.472	1939-1455
10.1037/0033-2909.95.1.29	0033-2909
10.1037/0033-2909.95.1.3	1939-1455
10.1037/0033-2909.95.1.52	1939-1455
10.1037/0033-2909.95.3.355	1939-1455
10.1037/0033-2909.95.3.516	1939-1455
10.1037/0033-2909.95.3.542	1939-1455
10.1037/0033-2909.95.3.576	0033-2909
10.1037/0033-2909.96.1.72	0033-2909
10.1037/0033-2909.96.1.99	1939-1455
10.1037/0033-2909.96.2.227	1939-1455
10.1037/0033-2909.96.3.465	1939-1455
10.1037/0033-2909.97.1.74	1939-1455
10.1037/0033-2909.97.2.286	1939-1455
10.1037/0033-2909.97.2.316	1939-1455
10.1037/0033-2909.98.2.219	1939-1455
10.1037/0033-2909.98.2.310	1939-1455
10.1037/0033-2909.98.2.388	1939-1455
10.1037/0033-2909.98.3.513	1939-1455
10.1037/0033-2909.99.1.66	1939-1455
10.1037/0033-2909.99.2.221	1939-1455
10.1037/0033-295X.100.1.109	1939-1471
10.1037/0033-295X.100.2.204	1939-1471
10.1037/0033-295X.100.2.298	1939-1471
10.1037/0033-295X.100.3.363	1939-1471
10.1037/0033-295X.100.4.589	0033-295X
10.1037/0033-295X.101.1.129	1939-1471
10.1037/0033-295X.101.1.34	1939-1471
10.1037/0033-295X.101.1.80	1939-1471
10.1037/0033-295X.101.2.195	0033-295X
10.1037/0033-295X.101.2.222	1939-1471
10.1037/0033-295X.101.2.266	0033-295X
10.1037/0033-295X.101.2.271	0033-295X
10.1037/0033-295X.101.2.290	1939-1471
10.1037/0033-295X.101.2.336	1939-1471
10.1037/0033-295X.101.2.343	1939-1471
10.1037/0033-295X.101.2.353	1939-1471
10.1037/0033-295X.101.2.357	1939-1471
10.1037/0033-295X.101.4.547	0033-295X
10.1037/0033-295X.101.4.568	1939-1471
10.1037/0033-295X.101.4.608	0033-295X
10.1037/0033-295X.102.1.4	1939-1471
10.1037/0033-295X.102.1.68	1939-1471
10.1037/0033-295X.102.2.211	1939-1471
10.1037/0033-295X.102.2.246	1939-1471
10.1037/0033-295X.102.2.379	1939-1471
10.1037/0033-295X.102.3.458	1939-1471
10.1037/0033-295X.102.3.503	1939-1471
10.1037/0033-295X.102.3.594	1939-1471
10.1037/0033-295X.102.4.652	1939-1471
10.1037/0033-295X.102.4.684	0033-295X
10.1037/0033-295X.102.4.757	0033-295X
10.1037/0033-295X.103.1.143	1939-1471
10.1037/0033-295X.103.1.5	1939-1471
10.1037/0033-295X.103.2.263	1939-1471
10.1037/0033-295X.103.2.284	1939-1471
10.1037/0033-295X.103.2.320	1939-1471
10.1037/0033-295X.103.2.336	1939-1471
10.1037/0033-295X.103.3.403	1939-1471
10.1037/0033-295X.103.3.429	1939-1471
10.1037/0033-295X.103.3.582	1939-1471
10.1037/0033-295X.103.3.592	1939-1471
10.1037/0033-295X.103.4.650	1939-1471
10.1037/0033-295X.104.1.66	1939-1471
10.1037/0033-295X.104.2.211	1939-1471
10.1037/0033-295X.104.3.499	1939-1471
10.1037/0033-295X.105.1.158	1939-1471
10.1037/0033-295X.105.2.325	1939-1471
10.1037/0033-295X.105.2.387	1939-1471
10.1037/0033-295X.105.2.395	1939-1471
10.1037/0033-295X.105.3.482	1939-1471
10.1037/0033-295X.106.1.3	1939-1471
10.1037/0033-295X.106.2.425	0033-295X
10.1037/0033-295X.106.3.551	0033-295X
10.1037/0033-295X.106.4.766	1939-1471
10.1037/0033-295X.106.4.835	1939-1471
10.1037/0033-295X.107.2.261	1939-1471
10.1037/0033-295X.107.2.384	1939-1471
10.1037/0033-295X.107.3.411	1939-1471
10.1037/0033-295X.107.4.852	1939-1471
