10.4137/BECB.S34255	1179-5972
10.5114/cipp.2014.43101	2353-4192
10.5114/fn.2013.34191	1641-4640
10.5114/hpr.2014.42786	2353-4184
10.5114/jcb.2013.34342	1689-832X
10.5114/jcb.2014.45133	1689-832X
10.5114/kitp.2013.34304	1731-5530
10.5114/ninp.2012.27209	0028-3843
10.5114/pdia.2013.33376	1642-395X
10.5114/pdia.2013.34161	1642-395X
10.5114/pdia.2014.40949	1642-395X
10.5114/pg.2011.25381	1895-5770
10.5114/pm.2015.52154	1643-8876
10.5114/reum.2016.64907	0034-6233
10.5114/wiitm.2011.32941	1895-4588
10.5114/wiitm.2012.32384	1895-4588
10.5114/wiitm.2014.43080	1895-4588
10.5115/acb.2010.43.2.97	2093-3665
10.5115/acb.2010.43.4.269	2093-3665
10.5115/acb.2010.43.4.280	2093-3665
10.5115/acb.2014.47.1.77	2093-3665
10.5115/acb.2014.47.3.162	2093-3665
10.5115/acb.2015.48.3.153	2093-3665
10.5116/ijme.5103.b037	2042-6372
10.5116/ijme.5380.ca6b	2042-6372
10.5117/9789061534266	null
10.5120/1167-1370	0975-8887
10.5120/1353-1826	0975-8887
10.5120/18249-9329	0975-8887
10.5120/19959-1793	0975-8887
10.5120/229-380	0975-8887
10.5120/3063-4186	0975-8887
10.5120/5028-7176	0975-8887
10.5120/7343-9986	0975-8887
10.5120/8589-2340	0975-8887
10.5120/cae-1629	2394-4714
10.5120/ijca2016908080	0975-8887
10.5120/ijca2016912420	0975-8887
10.5121/ijdms.2015.7101	0975-5985
10.5121/ijdms.2015.7102	0975-5985
10.5121/ijdms.2015.7103	0975-5985
10.5121/ijdms.2015.7302	0975-5985
10.5121/ijdms.2015.7401	0975-5985
10.5121/ijdps.2011.2603	2229-3957
10.5121/ijgca.2011.2405	2229-3949
10.5121/ijnsa.2012.4103	0975-2307
10.5121/sipij.2011.2103	2229-3922
10.5122/cbirds.2009.0017	1674-7674
10.5122/cbirds.2010.0002	1674-7674
10.5122/cbirds.2011.0010	1674-7674
10.5122/cbirds.2011.0013	1674-7674
10.5122/cbirds.2011.0015	1674-7674
10.5122/cbirds.2011.0016	1674-7674
10.5122/cbirds.2011.0025	1674-7674
10.5122/cbirds.2011.0027	1674-7674
10.5122/cbirds.2011.0030	1674-7674
10.5122/cbirds.2012.0005	1674-7674
10.5122/cbirds.2013.0003	1674-7674
10.5122/cbirds.2013.0014	1674-7674
10.5122/cbirds.2013.0016	1674-7674
10.5122/cbirds.2013.0024	1674-7674
10.5127/jep.009110	2043-8087
10.5129/001041509x12911362972872	0010-4159
10.5129/001041511795274931	0010-4159
10.5129/001041512798838003	0010-4159
10.5129/001041512798838021	0010-4159
10.5129/001041512802822897	0010-4159
10.5129/001041515814709275	0010-4159
10.5130/ccs.v9i2.5469	1837-5391
10.5130/cjlg.v1i0.766	1836-0394
10.5130/csr.v18i1.1612	1837-8692
10.5130/ijrlp.i2.2012.3127	1839-745X
10.5130/lns.v21i1.3328	1441-0559
10.5130/portal.v2i1.83	1449-2490
10.5130/portal.v2i2.77	1449-2490
10.5130/portal.v2i2.90	1449-2490
10.5130/portal.v9i2.1826	1449-2490
10.5130/tfc.v2i2.637	1833-8542
10.5130/tfc.v3i1.674	1833-8542
10.5130/tfc.v3i1.676	1833-8542
10.5131/ajcl.2007.0030	0002-919X
10.5134/174471	0037-2870
10.5134/174649	0037-2870
10.5134/175418	0037-2870
10.5135/eusj1997.2006.63	1884-3123
10.5137/1019-5149.JTN.5724-12.1	1019-5149
10.5137/1019-5149.JTN.6913-12.0	1019-5149
10.5137/1019-5149.JTN.7690-12.3	null
10.5137/1019-5149.JTN.8940-13.0	1019-5149
10.5137/1019-5149.JTN.9270-13.0	null
10.5137/1019-5149.jtn.8940-13.0	1019-5149
10.5139/IJASS.2004.5.2.054	2093-274X
10.5139/IJASS.2010.11.3.206	2093-274X
10.5139/IJASS.2012.13.1.14	2093-274X
10.5140/JASS.2007.24.3.227	2093-5587
10.5141/JEFB.2010.33.1.023	2287-8327
10.5141/ecoenv.2013.273	2287-8327
10.5141/jefb.2010.33.1.019	2287-8327
10.5142/jgr.2011.35.1.092	1226-8453
10.5142/jgr.2011.35.2.209	1226-8453
10.5142/jgr.2011.35.4.471	1226-8453
10.5142/jgr.2013.37.1	1226-8453
10.5144/0256-4947.2017.401	0256-4947
10.5144/1658-3876.2012.127	1658-3876
10.5146/tjpath.2012.01090	1018-5615
10.5146/tjpath.2012.01098	1018-5615
10.5149/9780807867990_brekus	null
10.5149/9780807876732_scott	null
10.5149/9780807882597_schiavone_camacho	null
10.5149/9780807882597_schiavone_camacho/upso-9780807835401-chapter-4	null
10.5149/9780807888858_ernest	null
10.5149/9781469616520_edge	null
10.5149/9781469616667_malone.86	null
10.5149/9781469623771_friedman	null
10.5149/9781469623924_randolph.14	null
10.5149/9781469625829_kaestle.21	null
10.5152/TJAR.2013.43	1304-0871
10.5152/TurkPediatriArs.2015.2295	1306-0015
10.5152/UCD.2016.3683	1300-0705
10.5152/akd.2011.144	1302-8723
10.5152/akd.2015.6072	2149-2263
10.5152/balkanmedj.2012.030	2146-3123
10.5152/balkanmedj.2013.7328	2146-3123
10.5152/balkanmedj.2013.9135	2146-3123
10.5152/balkanmedj.2014.13103	2146-3123
10.5152/dir.2015.15099	1305-3825
10.5152/dir.2015.15415	1305-3825
10.5152/eajm.2010.33	1308-8734
10.5152/eurasianjmed.2015.15030	1308-8734
10.5152/eurasianjmed.2017.17039	1308-8734
10.5152/eurasianjmed.2017.17062	1308-8734
10.5152/eurjrheum.2015.0043	2147-9720
10.5152/eurjrheum.2015.0085	2147-9720
10.5152/eurjrheumatol.2014.021	2147-9720
10.5152/iao.2017.4162	1308-7649
10.5152/jtgga.2011.57	1309-0399
10.5152/jtgga.2013.08	1309-0399
10.5152/jtgga.2013.75725	1309-0399
10.5152/tjg.2014.6183	1300-4948
10.5152/tjh.2010.25	1300-7777
10.5152/tpd.2011.25	1300-6320
10.5152/tud.2017.85451	2149-3235
10.5153/sro.1340	1360-7804
10.5153/sro.1413	1360-7804
10.5153/sro.1652	1360-7804
10.5153/sro.1840	1360-7804
10.5153/sro.2277	1360-7804
10.5153/sro.3118	1360-7804
10.5153/sro.3153	1360-7804
10.5153/sro.3191	1360-7804
10.5153/sro.4185	1360-7804
10.5153/sro.85	1360-7804
10.5154/r.rchscfa.2010.08.063	2007-3828
10.5155/eurjchem.1.4.294-296.131	2153-2257
10.51647658208/10151781880853209/	null
10.5165/hawk-hhg/233	null
10.5167/uzh-109651	null
10.5167/uzh-11204	null
10.5167/uzh-133211	null
10.5167/uzh-3752	null
10.5167/uzh-43285	null
10.5167/uzh-49097	null
10.5167/uzh-84968	null
10.5167/uzh-98412	null
10.5169/seals-100045	null
10.5169/seals-10183	null
10.5169/seals-110177	null
10.5169/seals-110930	null
10.5169/seals-112124	null
10.5169/seals-112316	null
10.5169/seals-11239	null
10.5169/seals-113412	null
10.5169/seals-117277	null
10.5169/seals-125391	null
10.5169/seals-128061	null
10.5169/seals-14011	null
10.5169/seals-145467	null
10.5169/seals-147432	null
10.5169/seals-14896	null
10.5169/seals-159844	null
10.5169/seals-162458	null
10.5169/seals-162941	null
10.5169/seals-16336	null
10.5169/seals-163985	null
10.5169/seals-165210	null
10.5169/seals-166030	null
10.5169/seals-168847	null
10.5169/seals-16891	null
10.5169/seals-19190	null
10.5169/seals-216932	null
10.5169/seals-22237	null
10.5169/seals-247089	null
10.5169/seals-258450	null
10.5169/seals-26179	null
10.5169/seals-26636	null
10.5169/seals-28279	null
10.5169/seals-283071	null
10.5169/seals-287108	null
10.5169/seals-289826	null
10.5169/seals-293844	null
10.5169/seals-30120''Le	null
10.5169/seals-304291	null
10.5169/seals-30629	null
10.5169/seals-311865	null
10.5169/seals-312515	null
10.5169/seals-324263	null
10.5169/seals-324999	null
10.5169/seals-33931	null
10.5169/seals-342283	null
10.5169/seals-343180	null
10.5169/seals-346672	null
10.5169/seals-349972	null
10.5169/seals-396267	null
10.5169/seals-401089	null
10.5169/seals-402594	null
10.5169/seals-407214	null
10.5169/seals-40786	null
10.5169/seals-41541	null
10.5169/seals-43619	null
10.5169/seals-43918	null
10.5169/seals-45376	null
10.5169/seals-46292	null
10.5169/seals-4688	null
10.5169/seals-51326	null
10.5169/seals-51753	null
10.5169/seals-520867	null
10.5169/seals-52237	null
10.5169/seals-5548	null
10.5169/seals-55978	null
10.5169/seals-57378	null
10.5169/seals-59019	null
10.5169/seals-60412	null
10.5169/seals-62004	null
10.5169/seals-62336	null
10.5169/seals-63040	null
10.5169/seals-65159	null
10.5169/seals-6655	null
10.5169/seals-69724	null
10.5169/seals-70493	null
10.5169/seals-87177	null
10.5169/seals-89341	null
10.5170/CERN-1984-015.291	null
10.5170/CERN-1996-008.21	null
10.5170/CERN-2005-004	null
10.5170/CERN-2006-002	null
10.5170/CERN-2008-003	null
10.5170/CERN-2012-003	null
10.5170/CERN-2012-007	null
10.5170/CERN-2016-004	null
10.5171/2014.920553	2166-0794
10.5172/conu.10.3-4.147	1037-6178
10.5172/conu.2006.21.1.120	1037-6178
10.5172/conu.2006.21.1.43	1037-6178
10.5172/conu.2009.33.2.191	1037-6178
10.5172/conu.673.30.1.69	1037-6178
10.5172/hesr.13.1.54	1446-1242
10.5172/hesr.14.3.255	1446-1242
10.5172/hesr.18.1.50	1446-1242
10.5172/hesr.2010.19.4.409	1446-1242
10.5172/hesr.2011.20.3.258	1446-1242
10.5172/hesr.2012.1532-1569	null
10.5172/impp.453.10.2-3.146	1447-9338
10.5172/jamh.3.3.138	1446-7984
10.5172/jfs.2011.17.2.157	1322-9400
10.5172/jfs.2012.18.2-3.235	1322-9400
10.5172/mra.2013.7.2.218</nowiki>	null
10.5172/rsj.12.3.197	1037-1656
10.5172/rsj.20.2.174	1037-1656
10.5172/ser.11.2.93	1321-5906
10.5173/ceju.2013.01.art25	0500-7208
10.5173/ceju.2013.02.art8	2080-4873
10.5173/ceju.2015.642	2080-4873
10.5175/JSWE.2005.200400418	1043-7797
10.5176/2010-4804/1.1.29	null
10.5176/2251-3388_2.1.37	2251-3388
10.5184/classicalj.105.3.213	0009-8353
10.5184/classicalj.108.2.0218	0009-8353
10.5185/amlett.2011.4254	0976-3961
10.5189/revpolarography.46.3	0034-6691
10.5192/21540993040169	2154-0993
10.5193/JEE33.3.208	1053-8259
10.5194/aab-58-13-2015	2363-9822
10.5194/acp-10-10655-2010	1680-7324
10.5194/acp-10-121-2010	1680-7324
10.5194/acp-10-1701-2010	1680-7324
10.5194/acp-10-3891-2010	1680-7324
10.5194/acp-10-5191-2010	1680-7324
10.5194/acp-10-5315-2010	1680-7324
10.5194/acp-10-5951-2010	1680-7324
10.5194/acp-10-6311-2010	1680-7324
10.5194/acp-10-7017-2010	1680-7324
10.5194/acp-10-7669-2010	1680-7324
10.5194/acp-10-7685-2010	1680-7324
10.5194/acp-11-12317-2011	1680-7324
10.5194/acp-11-13421-2011	1680-7324
10.5194/acp-11-175-2011	1680-7324
10.5194/acp-11-4001-2011	1680-7324
10.5194/acp-11-7781-2011	1680-7324
10.5194/acp-11-9431-2011	1680-7324
10.5194/acp-12-1353-2012	1680-7324
10.5194/acp-12-4341-2012	1680-7324
10.5194/acp-12-4775-2012	1680-7324
10.5194/acp-12-6581-2012	1680-7324
10.5194/acp-12-8223-2012	1680-7324
10.5194/acp-13-1039-2013	1680-7324
10.5194/acp-13-1377-2013	1680-7324
10.5194/acp-13-1973-2013	1680-7324
10.5194/acp-13-285-2013	1680-7324
10.5194/acp-13-3979-2013	1680-7324
10.5194/acp-13-4349-2013	1680-7324
10.5194/acp-13-4563-2013	1680-7324
10.5194/acp-13-4749-2013	1680-7324
10.5194/acp-13-5103-2013	1680-7324
10.5194/acp-13-6083-2013	1680-7324
10.5194/acp-13-6373-2013	1680-7324
10.5194/acp-13-69-2013	1680-7324
10.5194/acp-13-8695-2013	1680-7324
10.5194/acp-13-9447-2013	1680-7324
10.5194/acp-14-12897-2014	1680-7324
10.5194/acp-14-13119-2014	1680-7324
10.5194/acp-14-3703-2014	1680-7324
10.5194/acp-14-5073-2014	1680-7324
10.5194/acp-14-7273-2014	1680-7324
10.5194/acp-14-9883-2014	1680-7324
10.5194/acp-15-1843-2015	1680-7324
10.5194/acp-15-4399-2015	1680-7324
10.5194/acp-15-7287-2015	1680-7324
10.5194/acp-16-10831-2016	1680-7324
10.5194/acp-16-14091-2016	1680-7324
10.5194/acp-16-3761-2016	1680-7324
10.5194/acp-17-3963-2017	1680-7324
10.5194/acp-17-6759-2017	1680-7324
10.5194/acp-18-1379-2018	1680-7324
10.5194/acp-18-4737-2018	1680-7324
10.5194/acp-2-31-2002	1680-7324
10.5194/acp-3-1-2003	1680-7324
10.5194/acp-4-1997-2004	1680-7324
10.5194/acp-4-2393-2004	1680-7324
10.5194/acp-4-471-2004	1680-7324
10.5194/acp-5-1505-2005	1680-7324
10.5194/acp-5-1855-2005	1680-7324
10.5194/acp-5-2403-2005	1680-7324
10.5194/acp-5-941-2005	1680-7324
10.5194/acp-6-1185-2006	1680-7324
10.5194/acp-6-1611-2006	1680-7324
10.5194/acp-6-2727-2006	1680-7324
10.5194/acp-6-3181-2006	1680-7324
10.5194/acp-6-35-2006	1680-7324
10.5194/acp-7-1629-2007	1680-7324
10.5194/acp-7-1973-2007	1680-7324
10.5194/acp-7-2003-2007	1680-7324
10.5194/acp-7-2287-2007	1680-7324
10.5194/acp-7-4027-2007	1680-7324
10.5194/acp-7-4375-2007	1680-7324
10.5194/acp-7-4537-2007	1680-7324
10.5194/acp-8-1343-2008	1680-7324
10.5194/acp-8-1445-2008	1680-7324
10.5194/acp-8-2267-2008	1680-7324
10.5194/acp-8-2773-2008	1680-7324
10.5194/acp-8-3705-2008	1680-7324
10.5194/acp-8-389-2008	1680-7324
10.5194/acp-8-5669-2008	1680-7324
10.5194/acp-8-709-2008	1680-7324
10.5194/acp-9-1393-2009	1680-7324
10.5194/acp-9-15-2009	1680-7324
10.5194/acp-9-3911-2009	1680-7324
10.5194/acp-9-4485-2009	1680-7324
10.5194/acp-9-4747-2009	1680-7324
10.5194/acp-9-5539-2009	1680-7324
10.5194/acp-9-6041-2009	1680-7324
10.5194/acp-9-7551-2009	1680-7324
10.5194/acp-9-7623-2009	1680-7324
10.5194/acp-ll-5945-2011	null
10.5194/acpd-10-4345-2010	1680-7375
10.5194/acpd-12-23731-2012	1680-7375
10.5194/acpd-15-11799-2015	1680-7375
10.5194/acpd-15-20059-2015	1680-7375
10.5194/acpd-4-4285-2004	1680-7375
10.5194/acpd-7-7679-2007	1680-7375
10.5194/acpd-9-18235-2009	1680-7375
10.5194/acpd-9-2559-2009	1680-7375
10.5194/adgeo-14-105-2008	1680-7359
10.5194/adgeo-2-217-2005	1680-7359
10.5194/adgeo-22-125-2009	1680-7359
10.5194/adgeo-22-13-2009	1680-7359
10.5194/adgeo-22-27-2009	1680-7359
10.5194/adgeo-22-95-2009	1680-7359
10.5194/adgeo-6-243-2006	1680-7359
10.5194/adgeo-7-9-2006	1680-7359
10.5194/amt-10-549-2017	1867-8548
10.5194/amt-2016-213	1867-8610
10.5194/amt-3-1039-2010	1867-8548
10.5194/amt-3-387-2010	1867-8548
10.5194/amt-4-1061-2011	1867-8548
10.5194/amt-5-1627-2012	1867-8548
10.5194/amt-5-2969-2012	1867-8548
10.5194/amt-5-329-2012	1867-8548
10.5194/amt-6-1725-2013	1867-8548
10.5194/amt-7-1723-2014	1867-8548
10.5194/amt-7-2631-2014	1867-8548
10.5194/amt-7-4539-2014	1867-8548
10.5194/amt-7-959-2014	1867-8548
10.5194/amt-8-2069-2015	1867-8548
10.5194/amt-8-2609-2015	1867-8548
10.5194/amt-8-2715-2015	1867-8548
10.5194/amt-8-301-2015	1867-8548
10.5194/amt-9-2445-2016	1867-8548
10.5194/amt-9-509-2016	1867-8548
10.5194/amtd-5-1-2012	1867-8610
10.5194/angeo-19-1197-2001	1432-0576
10.5194/angeo-19-1241-2001	1432-0576
10.5194/angeo-19-1509-2001	1432-0576
10.5194/angeo-20-115-2002	1432-0576
10.5194/angeo-21-597-2003	1432-0576
10.5194/angeo-22-1903-2004	1432-0576
10.5194/angeo-22-2607-2004	1432-0576
10.5194/angeo-23-1849-2005	1432-0576
10.5194/angeo-23-2281-2005	1432-0576
10.5194/angeo-23-2877-2005	1432-0576
10.5194/angeo-23-2909-2005	1432-0576
10.5194/angeo-23-877-2005	1432-0576
10.5194/angeo-24-1145-2006	1432-0576
10.5194/angeo-24-1737-2006	1432-0576
10.5194/angeo-24-1809-2006	1432-0576
10.5194/angeo-24-2005-2006	1432-0576
10.5194/angeo-24-2619-2006	1432-0576
10.5194/angeo-24-393-2006	1432-0576
10.5194/angeo-25-1691-2007	1432-0576
10.5194/angeo-25-2309-2007	1432-0576
10.5194/angeo-25-239-2007	1432-0576
10.5194/angeo-25-507-2007	1432-0576
10.5194/angeo-25-755-2007	1432-0576
10.5194/angeo-26-1327-2008	1432-0576
10.5194/angeo-26-145-2008	1432-0576
10.5194/angeo-26-2613-2008	1432-0576
10.5194/angeo-27-3571-2009	1432-0576
10.5194/angeo-27-3691-2009	1432-0576
10.5194/angeo-28-2133-2010	1432-0576
10.5194/angeo-28-223-2010	1432-0576
10.5194/angeo-29-639-2011	1432-0576
10.5194/angeo-30-49-2012	1432-0576
10.5194/angeo-31-1045-2013	1432-0576
10.5194/angeo-31-1143-2013	1432-0576
10.5194/angeo-31-2097-2013	1432-0576
10.5194/angeo-33-1221-2015	1432-0576
10.5194/angeo-33-481-2015	1432-0576
10.5194/asr-10-99-2013	1992-0636
10.5194/asr-4-105-2010	1992-0636
10.5194/asr-4-9-2010	1992-0636
10.5194/asr-6-187-2011	1992-0636
10.5194/bg-10-1219-2013	1726-4189
10.5194/bg-10-2711-2013	1726-4189
10.5194/bg-10-3079-2013	1726-4189
10.5194/bg-10-5061-2013	1726-4189
10.5194/bg-10-5481-2013	1726-4189
10.5194/bg-10-5997-2013	1726-4189
10.5194/bg-11-5763-2014	1726-4189
10.5194/bg-11-995-2014	1726-4189
10.5194/bg-12-4261-2015	1726-4189
10.5194/bg-12-4291-2015	1726-4189
10.5194/bg-12-4913-2015	1726-4189
10.5194/bg-13-389-2016	1726-4189
10.5194/bg-14-2283-2017	1726-4189
10.5194/bg-14-683-2017	1726-4189
10.5194/bg-15-809-2018	1726-4189
10.5194/bg-2-1-2005	1726-4189
10.5194/bg-3-113-2006	1726-4189
10.5194/bg-3-489-2006	1726-4189
10.5194/bg-3-85-2006	1726-4189
10.5194/bg-4-219-2007	1726-4189
10.5194/bg-4-481-2007	1726-4189
10.5194/bg-4-521-2007	1726-4189
10.5194/bg-4-545-2007	1726-4189
10.5194/bg-5-1101-2008	1726-4189
10.5194/bg-5-1295-2008	1726-4189
10.5194/bg-5-385-2008	1726-4189
10.5194/bg-5-937-2008	1726-4189
10.5194/bg-6-1877-2009	1726-4189
10.5194/bg-6-197-2009	1726-4189
10.5194/bg-6-2759-2009	1726-4189
10.5194/bg-6-901-2009	1726-4189
10.5194/bg-7-1271-2010	1726-4189
10.5194/bg-7-2339-2010	1726-4189
10.5194/bg-7-2795-2010	1726-4189
10.5194/bg-7-3387-2010	1726-4189
10.5194/bg-7-3999-2010	1726-4189
10.5194/bg-7-43-2010	1726-4189
10.5194/bg-7-621-2010	1726-4189
10.5194/bg-7-979-2010	1726-4189
10.5194/bg-8-175-2011	1726-4189
10.5194/bg-9-2275-2012	1726-4189
10.5194/bg-9-271-2012	1726-4189
10.5194/bg-9-5143-2012	1726-4189
10.5194/bg-9-733-2012	1726-4189
10.5194/bgd-2-1665-2005	1810-6285
10.5194/bgd-4-993-2007	1810-6285
10.5194/bgd-5-2401-2008	1810-6285
10.5194/bgd-7-2949-2010	1810-6285
10.5194/bgd-8-2563-2011	1810-6285
10.5194/bgd-9-11961-2012	1810-6285
10.5194/cp-10-1063-2014	1814-9332
10.5194/cp-10-1707-2014	1814-9332
10.5194/cp-10-887-2014	1814-9332
10.5194/cp-11-105-2015	1814-9332
10.5194/cp-11-1153-2015	1814-9332
10.5194/cp-11-153-2015	1814-9332
10.5194/cp-12-255-2016	1814-9332
10.5194/cp-12-769-2016	1814-9332
10.5194/cp-2017-11	1814-9359
10.5194/cp-3-129-2007	1814-9332
10.5194/cp-3-325-2007	1814-9332
10.5194/cp-3-591-2007	1814-9332
10.5194/cp-4-35-2008	1814-9332
10.5194/cp-4-47-2008	1814-9332
10.5194/cp-5-375-2009	1814-9332
10.5194/cp-5-471-2009	1814-9332
10.5194/cp-5-97-2009	1814-9332
10.5194/cp-7-1351-2011	1814-9332
10.5194/cp-7-277-2011	1814-9332
10.5194/cp-7-473-2011	1814-9332
10.5194/cp-7-707-2011	1814-9332
10.5194/cp-8-1223-2012	1814-9332
10.5194/cp-8-191-2012	1814-9332
10.5194/cp-8-227-2012	1814-9332
10.5194/cp-8-609-2012	1814-9332
10.5194/cp-8-653-2012	1814-9332
10.5194/cp-8-765-2012	1814-9332
10.5194/cp-8-89-2012	1814-9332
10.5194/cp-9-1715-2013	1814-9332
10.5194/cp-9-1733-2013	1814-9332
10.5194/cp-9-2525-2013	1814-9332
10.5194/cp-9-2687-2013	1814-9332
10.5194/cp-9-2713-2013	1814-9332
10.5194/cp-9-307-2013	1814-9332
10.5194/cp-9-583-2013	1814-9332
10.5194/cp-9-621-2013	1814-9332
10.5194/cpd-10-1901-2014	1814-9359
10.5194/cpd-2-1001-2006	1814-9359
10.5194/cpd-2-519-2006	1814-9359
10.5194/cpd-5-2223-2009	1814-9359
10.5194/cpd-7-2355-2011	1814-9359
10.5194/cpd-8-5963-2012	1814-9359
10.5194/dwes-9-27-2016	1996-9465
10.5194/egqsj-66-115-2018	2199-9090
10.5194/esd-2-37-2011	2190-4987
10.5194/esd-3-1-2012	2190-4987
10.5194/esd-4-237-2013	2190-4987
10.5194/esd-5-491-2014	2190-4987
10.5194/esdd-2-551-2011	2190-4995
10.5194/esdd-3-433-2012	2190-4995
10.5194/esdd-3-715-2012	2190-4995
10.5194/essd-1-1-2009	1866-3516
10.5194/essd-5-155-2013	1866-3516
10.5194/essd-5-165-2013	1866-3516
10.5194/essd-5-187-2013	1866-3516
10.5194/essd-5-199-2013	1866-3516
10.5194/essd-8-651-2016	1866-3516
10.5194/essd-9-1-2017	1866-3516
10.5194/essd-9-63-2017	1866-3516
10.5194/essdd-5-1107-2012	1866-3591
10.5194/esurf-3-501-2015	2196-632X
10.5194/esurf-4-147-2016	2196-632X
10.5194/esurf-5-1-2017	2196-632X
10.5194/esurf-5-417-2017	2196-632X
10.5194/esurfd-2-1005-2014	2196-6338
10.5194/fr-15-121-2012	2193-0074
10.5194/fr-17-33-2014	2193-0074
10.5194/fr-17-41-2014	2193-0074
10.5194/fr-18-119-2015	2193-0074
10.5194/fr-18-31-2015	2193-0074
10.5194/fr-18-37-2015	2193-0074
10.5194/fr-18-43-2015	2193-0074
10.5194/fr-18-73-2015	2193-0074
10.5194/fr-18-81-2015	2193-0074
10.5194/fr-19-1-2016	2193-0074
10.5194/fr-19-11-2016	2193-0074
10.5194/fr-19-119-2016	2193-0074
10.5194/fr-19-31-2016	2193-0074
10.5194/fr-19-83-2016	2193-0074
10.5194/fr-2-25-1999	2193-0074
10.5194/fr-20-105-2017	2193-0074
10.5194/fr-20-129-2017	2193-0074
10.5194/fr-20-201-2017	2193-0074
10.5194/fr-20-239-2017	2193-0074
10.5194/fr-20-245-2017	2193-0074
10.5194/fr-20-253-2017	2193-0074
10.5194/fr-20-259-2017	2193-0074
10.5194/fr-20-279-2017	2193-0074
10.5194/fr-20-47-2017	2193-0074
10.5194/fr-20-87-2017	2193-0074
10.5194/fr-21-109-2018	2193-0074
10.5194/fr-21-11-2018	2193-0074
10.5194/fr-21-119-2018	2193-0074
10.5194/fr-21-137-2018	2193-0074
10.5194/fr-21-159-2018	2193-0074
10.5194/fr-21-33-2018	2193-0074
10.5194/fr-21-79-2018	2193-0074
10.5194/fr-21-93-2018	2193-0074
10.5194/gi-4-121-2015	2193-0864
10.5194/gi-6-239-2017	2193-0864
10.5194/gmd-4-591-2011	1991-9603
10.5194/gmd-7-621-	null
10.5194/gmd-7-663-2014	1991-9603
10.5194/gmd-8-3379-2015	1991-9603
10.5194/gmdd-4-419-2011	1991-962X
10.5194/hess-11-1013-2007	1607-7938
10.5194/hess-11-1279-2007	1607-7938
10.5194/hess-11-1633-2007	1607-7938
10.5194/hess-11-1633-2007http://www.hydrol-earth-syst-sci.net/11/1633/20	null
10.5194/hess-11-1633–2007	null
10.5194/hess-11-725-2007	1607-7938
10.5194/hess-12-1097-2008	1607-7938
10.5194/hess-14-25-2010	1607-7938
10.5194/hess-15-1577-2011	1607-7938
10.5194/hess-15-1757-2011	1607-7938
10.5194/hess-15-2401-2011	1607-7938
10.5194/hess-16-2629-2012	1607-7938
10.5194/hess-16-3075-2012	1607-7938
10.5194/hess-16-3315-2012	1607-7938
10.5194/hess-17-3295-2013	1607-7938
10.5194/hess-17-679-2013	1607-7938
10.5194/hess-18-4913-2014	1607-7938
10.5194/hess-19-2337-2015	1607-7938
10.5194/hess-2-265-1998	1607-7938
10.5194/hess-20-2841-2016	1607-7938
10.5194/hess-21-1791-2017	1607-7938
10.5194/hess-5-569-2001	1607-7938
10.5194/hess-7-268-2003	1607-7938
10.5194/hess-7-423-2003	1607-7938
10.5194/hess-8-1065-2004	1607-7938
10.5194/hess-8-235-2004	1607-7938
10.5194/hess-9-535-2005	1607-7938
10.5194/hessd-4-2229-2007	1812-2116
10.5194/hessd-4-407-2007	1812-2116
10.5194/hessd-4-439-2007	1812-2116
10.5194/hessd-4-881-2007	1812-2116
10.5194/hessd-8-681-2011	1812-2116
10.5194/hessd-9-12293-2012	1812-2116
10.5194/hgss-2-1-2011	2190-5029
10.5194/hgss-2-75-2011	2190-5029
10.5194/hgss-3-127-2012	2190-5029
10.5194/hgss-3-53-2012	2190-5029
10.5194/hgss-4-1-2013	2190-5029
10.5194/hgss-4-83-2013	2190-5029
10.5194/hgss-8-1-2017	2190-5029
10.5194/hgss-9-25-2018	2190-5029
10.5194/isprs-annals-iii-8-145-2016	2194-9050
10.5194/isprs-archives-XLI-B4-417-2016	2194-9034
10.5194/isprs-archives-xli-b2-491-2016	2194-9034
10.5194/isprsarchives-XL-5-W5-231-2015	2194-9034
10.5194/isprsarchives-xl-5-w5-99-2015	2194-9034
10.5194/jm-37-11-2018	2041-4978
10.5194/jm-37-149-2018	2041-4978
10.5194/jm-37-195-2018	2041-4978
10.5194/jm-37-21-2018	2041-4978
10.5194/jm-37-295-2018	2041-4978
10.5194/jm-37-341-2018	2041-4978
10.5194/jsss-5-401-2016	2194-878X
10.5194/ms-2-205-2011	2191-916X
10.5194/ms-2-217-2011	2191-916X
10.5194/ms-4-381-2013	2191-916X
10.5194/nhess-10-191-2010	1684-9981
10.5194/nhess-10-1965-2010	1684-9981
10.5194/nhess-10-2199-2010	1684-9981
10.5194/nhess-10-2515-2010	1684-9981
10.5194/nhess-10-265-2010	1684-9981
10.5194/nhess-10-967-2010	1684-9981
10.5194/nhess-10-97-2010	1684-9981
10.5194/nhess-11-1091-2011	1684-9981
10.5194/nhess-11-1129-2011	1684-9981
10.5194/nhess-11-1875-2011	1684-9981
10.5194/nhess-11-2321-2011	1684-9981
10.5194/nhess-11-2419-2011	1684-9981
10.5194/nhess-11-273-2011	1684-9981
10.5194/nhess-11-2903-2011	1684-9981
10.5194/nhess-11-945-2011	1684-9981
10.5194/nhess-12-1213-2012	1684-9981
10.5194/nhess-12-1277-2012	1684-9981
10.5194/nhess-12-351-2012	1684-9981
10.5194/nhess-13-659-2013	1684-9981
